src_ip,dst_ip,duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,logged_in,num_failed_logins,root_shell,num_compromised,label
192.168.1.13,10.0.0.12,24,udp,domain,SF,3375,2628,10,9,0.0,0.85,0.04,43,94,0,0,0,0,Normal
192.168.1.125,10.0.0.5,0,tcp,eco_i,RSTO,14,0,422,241,0.95,0.93,0.01,255,12,0,0,0,0,DoS
192.168.1.110,10.0.0.5,0,tcp,api,S0,6,0,419,393,0.97,0.92,0.02,255,15,0,0,0,0,DoS
192.168.1.122,10.0.0.5,0,icmp,private,REJ,28,0,327,166,0.99,1.0,0.0,255,8,0,0,0,0,DoS
192.168.1.119,10.0.0.5,0,icmp,eco_i,REJ,33,0,417,284,0.9,0.97,0.01,255,2,0,0,0,0,DoS
172.16.0.99,10.0.0.50,0,icmp,domain,REJ,84,0,130,4,0.53,0.03,0.8,199,3,0,0,0,0,Probe
172.16.1.15,10.0.0.8,39,tcp,api,SF,5825,7532,13,13,0.0,0.97,0.03,57,52,1,0,0,0,Normal
172.16.1.34,10.0.0.8,29,tcp,smtp,SF,5980,604,10,15,0.0,0.87,0.0,46,24,1,0,0,0,Normal
192.168.1.111,10.0.0.5,0,icmp,http,RSTO,54,0,222,252,0.98,1.0,0.03,255,2,0,0,0,0,DoS
10.10.5.23,10.0.0.22,45,tcp,http,SF,4224,2932,11,15,0.0,0.98,0.05,18,96,1,0,0,0,Normal
192.168.1.51,10.0.0.50,23,tcp,http,SF,3796,7606,10,10,0.0,0.99,0.09,60,87,1,0,0,0,Normal
172.16.1.21,10.0.0.22,31,tcp,http,SF,3385,9151,15,9,0.0,0.93,0.05,34,36,1,0,0,0,Normal
192.168.1.201,10.0.0.15,4,icmp,domain,RSTO,97,0,63,2,0.45,0.08,0.78,193,7,0,0,0,0,Probe
192.168.1.102,10.0.0.5,0,tcp,http,RSTO,5,0,274,323,0.9,1.0,0.03,255,5,0,0,0,0,DoS
203.0.113.102,10.0.0.22,25,tcp,telnet,SF,678,113,3,2,0.0,1.0,0.0,15,2,0,4,0,0,R2L
198.51.100.34,10.0.0.5,0,tcp,api,REJ,47,0,345,508,0.95,0.99,0.01,255,8,0,0,0,0,DoS
192.168.1.139,10.0.0.5,0,tcp,private,S0,62,0,492,301,0.91,0.94,0.0,255,3,0,0,0,0,DoS
192.168.1.123,10.0.0.5,0,tcp,private,REJ,25,0,209,431,0.94,0.93,0.03,255,14,0,0,0,0,DoS
192.168.1.202,10.0.0.8,4,tcp,eco_i,REJ,38,0,157,2,0.31,0.2,0.73,164,2,0,0,0,0,Probe
192.168.1.15,10.0.0.8,30,icmp,http,SF,4720,6711,11,9,0.0,0.99,0.01,20,27,1,0,0,0,Normal
10.10.5.18,10.0.0.12,44,tcp,smtp,SF,1579,5770,5,14,0.0,0.89,0.09,37,60,1,0,0,0,Normal
10.0.0.92,10.0.0.1,263,tcp,private,SF,6686,12252,4,3,0.0,1.0,0.0,5,6,1,0,1,4,U2R
172.16.1.29,10.0.0.50,25,tcp,domain,SF,2716,5282,4,2,0.0,0.93,0.05,5,57,0,0,0,0,Normal
10.10.5.34,10.0.0.60,6,icmp,ftp_data,SF,3379,4698,1,4,0.0,0.93,0.08,14,40,1,0,0,0,Normal
198.51.100.89,10.0.0.50,3,udp,ssh,REJ,57,0,57,3,0.4,0.11,0.82,155,5,0,0,0,0,Probe
172.16.1.45,10.0.0.50,3,udp,smtp,SF,3058,14357,11,5,0.0,0.9,0.08,37,99,1,0,0,0,Normal
172.16.1.44,10.0.0.12,0,tcp,http,SF,2896,1142,13,13,0.0,0.91,0.05,58,91,1,0,0,0,Normal
198.51.100.27,10.0.0.5,0,tcp,http,S0,59,0,241,331,0.95,0.96,0.0,255,15,0,0,0,0,DoS
192.168.1.35,10.0.0.50,43,tcp,api,SF,4830,14821,8,11,0.0,0.96,0.05,35,97,1,0,0,0,Normal
192.168.1.51,10.0.0.1,19,udp,http,SF,1678,4632,2,9,0.0,0.9,0.03,26,27,1,0,0,0,Normal
172.16.1.35,10.0.0.12,9,icmp,ftp_data,SF,5862,8356,6,11,0.0,0.99,0.1,59,44,1,0,0,0,Normal
172.16.1.47,10.0.0.15,22,udp,ftp_data,SF,805,15791,13,5,0.0,0.92,0.07,30,21,1,0,0,0,Normal
198.51.100.16,10.0.0.5,0,tcp,private,S0,56,0,459,495,0.97,0.95,0.04,255,14,0,0,0,0,DoS
172.16.1.47,10.0.0.50,41,udp,domain,SF,937,4386,15,7,0.0,0.95,0.01,36,66,0,0,0,0,Normal
172.16.1.44,10.0.0.15,45,udp,http,SF,3954,11807,11,4,0.0,0.85,0.0,20,43,1,0,0,0,Normal
10.10.5.17,10.0.0.50,31,tcp,api,SF,1283,6553,2,12,0.0,0.94,0.1,10,39,1,0,0,0,Normal
198.51.100.33,10.0.0.5,0,tcp,private,S0,32,0,263,301,0.93,0.99,0.02,255,12,0,0,0,0,DoS
10.10.5.31,10.0.0.22,6,udp,api,SF,3821,7373,11,12,0.0,0.86,0.04,53,61,1,0,0,0,Normal
198.51.100.14,10.0.0.12,77,tcp,imap,SF,741,265,12,4,0.0,1.0,0.0,3,5,0,7,0,1,R2L
203.0.113.102,10.0.0.15,38,tcp,ssh,SF,490,68,1,6,0.0,1.0,0.0,4,8,1,8,0,2,R2L
192.168.1.54,10.0.0.15,18,tcp,http,SF,886,8544,15,10,0.0,0.97,0.03,44,100,1,0,0,0,Normal
172.16.1.47,10.0.0.15,24,tcp,api,SF,5692,3116,3,12,0.0,0.92,0.09,17,55,1,0,0,0,Normal
192.168.1.37,10.0.0.22,38,icmp,http,SF,4563,7816,14,4,0.0,0.91,0.1,51,17,1,0,0,0,Normal
172.16.1.12,10.0.0.50,2,udp,private,SF,2521,9536,11,6,0.0,0.95,0.08,19,93,0,0,0,0,Normal
10.10.5.26,10.0.0.12,44,icmp,ftp_data,SF,2744,15575,11,5,0.0,0.93,0.09,17,37,1,0,0,0,Normal
192.168.1.119,10.0.0.5,0,tcp,private,REJ,23,0,497,363,1.0,1.0,0.0,255,12,0,0,0,0,DoS
172.16.1.33,10.0.0.50,45,tcp,domain,SF,4922,14766,12,14,0.0,0.9,0.04,36,52,0,0,0,0,Normal
172.16.1.35,10.0.0.15,14,tcp,http,SF,2941,7902,11,6,0.0,1.0,0.06,6,24,1,0,0,0,Normal
198.51.100.13,10.0.0.5,0,tcp,private,S0,31,0,187,288,0.91,0.93,0.03,255,13,0,0,0,0,DoS
10.10.5.29,10.0.0.5,1,tcp,http,SF,4430,11130,14,13,0.0,0.92,0.0,38,57,1,0,0,0,Normal
192.168.1.54,10.0.0.15,33,tcp,private,SF,790,17500,8,2,0.0,0.92,0.04,22,30,0,0,0,0,Normal
192.168.1.55,10.0.0.8,20,tcp,smtp,SF,1757,7719,8,6,0.0,0.92,0.06,29,70,1,0,0,0,Normal
172.16.0.99,10.0.0.1,1,tcp,finger,REJ,94,0,92,1,0.37,0.02,0.78,232,8,0,0,0,0,Probe
