src_ip,dst_ip,duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,logged_in,num_failed_logins,root_shell,num_compromised,label
192.168.1.137,10.0.0.5,0,tcp,http,RSTO,11,0,203,300,0.89,0.95,0.01,255,15,0,0,0,0,DoS
192.168.1.121,10.0.0.5,0,tcp,private,S0,53,0,199,178,0.96,0.94,0.03,255,12,0,0,0,0,DoS
10.10.5.15,10.0.0.5,39,icmp,ssl,SF,4424,3527,6,1,0.0,1.0,0.02,52,63,1,0,0,0,Normal
192.168.1.104,10.0.0.5,0,tcp,api,RSTO,57,0,317,505,0.96,0.98,0.01,255,13,0,0,0,0,DoS
192.168.1.137,10.0.0.5,0,tcp,api,S0,13,0,344,365,0.9,0.99,0.03,255,1,0,0,0,0,DoS
10.10.5.20,10.0.0.5,0,udp,http,SF,5308,10877,4,8,0.0,0.92,0.07,49,86,1,0,0,0,Normal
172.16.1.18,10.0.0.5,30,udp,http,SF,953,780,4,12,0.0,0.86,0.06,35,68,1,0,0,0,Normal
192.168.1.12,10.0.0.5,13,udp,http,SF,5497,10065,13,15,0.0,0.91,0.01,41,57,1,0,0,0,Normal
192.168.1.104,10.0.0.5,0,icmp,api,RSTO,1,0,373,387,0.94,1.0,0.01,255,13,0,0,0,0,DoS
192.168.1.17,10.0.0.5,6,icmp,http,SF,1272,8213,3,10,0.0,0.85,0.08,16,75,1,0,0,0,Normal
192.168.1.103,10.0.0.5,0,tcp,api,RSTO,62,0,430,462,0.91,0.96,0.01,255,13,0,0,0,0,DoS
198.51.100.33,10.0.0.5,0,tcp,http,REJ,28,0,336,387,0.93,0.96,0.01,255,5,0,0,0,0,DoS
192.168.1.114,10.0.0.5,0,icmp,eco_i,RSTO,59,0,180,340,0.99,0.98,0.01,255,15,0,0,0,0,DoS
192.168.1.118,10.0.0.5,0,icmp,api,S0,27,0,217,433,0.95,0.96,0.03,255,7,0,0,0,0,DoS
10.10.5.23,10.0.0.5,45,tcp,http,SF,1666,15139,2,13,0.0,0.94,0.05,21,35,1,0,0,0,Normal
192.168.1.105,10.0.0.5,0,icmp,eco_i,REJ,19,0,266,406,0.89,0.98,0.01,255,9,0,0,0,0,DoS
172.16.1.45,10.0.0.5,9,tcp,http,SF,877,15699,3,11,0.0,0.98,0.09,54,81,1,0,0,0,Normal
192.168.1.126,10.0.0.5,0,tcp,eco_i,S0,21,0,454,296,0.91,0.98,0.03,255,14,0,0,0,0,DoS
192.168.1.137,10.0.0.5,0,icmp,api,S0,41,0,408,319,1.0,0.94,0.01,255,8,0,0,0,0,DoS
192.168.1.101,10.0.0.5,0,tcp,eco_i,REJ,21,0,429,417,0.89,0.97,0.04,255,4,0,0,0,0,DoS
192.168.1.10,10.0.0.5,31,tcp,http,SF,5561,6156,4,15,0.0,0.93,0.05,53,45,1,0,0,0,Normal
192.168.1.114,10.0.0.5,0,icmp,eco_i,RSTO,11,0,250,229,0.89,0.93,0.04,255,10,0,0,0,0,DoS
192.168.1.133,10.0.0.5,0,icmp,eco_i,S0,33,0,298,371,0.95,0.93,0.03,255,5,0,0,0,0,DoS
192.168.1.118,10.0.0.5,0,tcp,http,S0,8,0,443,457,1.0,1.0,0.03,255,10,0,0,0,0,DoS
198.51.100.21,10.0.0.5,0,tcp,private,S0,10,0,497,213,0.91,1.0,0.01,255,14,0,0,0,0,DoS
198.51.100.17,10.0.0.5,0,icmp,http,S0,12,0,223,188,0.95,0.93,0.01,255,6,0,0,0,0,DoS
192.168.1.114,10.0.0.5,0,tcp,api,RSTO,38,0,422,429,0.94,0.98,0.03,255,14,0,0,0,0,DoS
198.51.100.12,10.0.0.5,0,tcp,api,S0,60,0,472,396,0.97,0.94,0.04,255,11,0,0,0,0,DoS
192.168.1.129,10.0.0.5,0,tcp,private,S0,36,0,304,342,0.95,0.99,0.01,255,1,0,0,0,0,DoS
192.168.1.120,10.0.0.5,0,icmp,eco_i,S0,3,0,308,181,0.94,0.98,0.03,255,12,0,0,0,0,DoS
192.168.1.128,10.0.0.5,0,tcp,eco_i,REJ,28,0,337,225,0.95,0.98,0.01,255,7,0,0,0,0,DoS
198.51.100.16,10.0.0.5,0,icmp,http,S0,26,0,181,321,0.95,0.92,0.02,255,3,0,0,0,0,DoS
192.168.1.101,10.0.0.5,0,icmp,private,RSTO,0,0,288,401,1.0,0.95,0.02,255,14,0,0,0,0,DoS
192.168.1.136,10.0.0.5,0,tcp,api,S0,37,0,229,260,0.98,0.98,0.01,255,9,0,0,0,0,DoS
198.51.100.20,10.0.0.5,0,tcp,http,RSTO,26,0,356,429,0.93,0.98,0.0,255,12,0,0,0,0,DoS
192.168.1.136,10.0.0.5,0,icmp,eco_i,S0,63,0,436,396,0.97,0.95,0.02,255,10,0,0,0,0,DoS
192.168.1.118,10.0.0.5,0,tcp,eco_i,RSTO,40,0,422,220,0.96,0.99,0.02,255,14,0,0,0,0,DoS
10.10.5.33,10.0.0.5,17,tcp,ftp_data,SF,5087,16542,9,9,0.0,0.87,0.03,23,87,1,0,0,0,Normal
198.51.100.30,10.0.0.5,0,tcp,http,RSTO,12,0,337,167,0.93,0.98,0.0,255,13,0,0,0,0,DoS
192.168.1.111,10.0.0.5,0,icmp,eco_i,REJ,64,0,256,186,0.91,0.97,0.03,255,7,0,0,0,0,DoS
192.168.1.134,10.0.0.5,0,icmp,http,RSTO,21,0,260,287,0.93,0.95,0.04,255,15,0,0,0,0,DoS
192.168.1.58,10.0.0.5,42,tcp,api,SF,4821,17119,14,15,0.0,0.9,0.0,12,93,1,0,0,0,Normal
192.168.1.136,10.0.0.5,0,tcp,api,S0,10,0,181,479,0.93,0.98,0.02,255,8,0,0,0,0,DoS
198.51.100.14,10.0.0.5,0,icmp,eco_i,S0,20,0,294,344,0.9,0.94,0.0,255,14,0,0,0,0,DoS
192.168.1.20,10.0.0.5,9,tcp,private,SF,965,17507,12,6,0.0,0.89,0.06,49,71,0,0,0,0,Normal
192.168.1.13,10.0.0.5,6,udp,domain,SF,1799,10337,5,4,0.0,0.94,0.01,27,61,0,0,0,0,Normal
172.16.1.41,10.0.0.5,14,tcp,api,SF,4855,4187,3,1,0.0,0.91,0.04,6,66,1,0,0,0,Normal
192.168.1.129,10.0.0.5,0,tcp,api,RSTO,46,0,201,213,0.93,0.96,0.04,255,1,0,0,0,0,DoS
192.168.1.48,10.0.0.5,33,tcp,http,SF,2602,8409,4,14,0.0,0.95,0.03,16,31,1,0,0,0,Normal
192.168.1.119,10.0.0.5,0,icmp,http,REJ,17,0,508,243,0.9,0.98,0.0,255,8,0,0,0,0,DoS
192.168.1.132,10.0.0.5,0,tcp,eco_i,REJ,37,0,210,405,0.91,0.95,0.01,255,9,0,0,0,0,DoS
192.168.1.100,10.0.0.5,0,icmp,api,REJ,5,0,467,472,0.88,1.0,0.04,255,3,0,0,0,0,DoS
198.51.100.21,10.0.0.5,0,tcp,api,S0,35,0,188,397,0.91,0.97,0.02,255,8,0,0,0,0,DoS
192.168.1.127,10.0.0.5,0,icmp,eco_i,S0,2,0,416,184,0.91,0.94,0.01,255,6,0,0,0,0,DoS
172.16.1.31,10.0.0.5,32,icmp,private,SF,1696,7965,8,8,0.0,0.98,0.04,29,83,0,0,0,0,Normal
198.51.100.16,10.0.0.5,0,tcp,api,S0,55,0,258,211,0.99,0.99,0.0,255,11,0,0,0,0,DoS
192.168.1.114,10.0.0.5,0,tcp,eco_i,S0,40,0,363,464,0.9,0.93,0.04,255,11,0,0,0,0,DoS
192.168.1.126,10.0.0.5,0,icmp,api,S0,63,0,480,253,0.93,0.93,0.0,255,7,0,0,0,0,DoS
192.168.1.114,10.0.0.5,0,tcp,eco_i,RSTO,47,0,509,328,0.94,0.96,0.02,255,13,0,0,0,0,DoS
198.51.100.25,10.0.0.5,0,tcp,api,S0,64,0,228,450,0.98,0.99,0.01,255,7,0,0,0,0,DoS
192.168.1.130,10.0.0.5,0,tcp,private,REJ,0,0,213,218,1.0,0.93,0.03,255,6,0,0,0,0,DoS
198.51.100.27,10.0.0.5,0,icmp,http,S0,19,0,452,289,0.92,0.94,0.03,255,3,0,0,0,0,DoS
198.51.100.16,10.0.0.5,0,tcp,api,RSTO,24,0,497,339,0.94,1.0,0.02,255,7,0,0,0,0,DoS
192.168.1.55,10.0.0.5,2,udp,ftp_data,SF,2419,13557,2,12,0.0,0.99,0.05,30,18,1,0,0,0,Normal
198.51.100.14,10.0.0.5,0,icmp,http,S0,4,0,237,177,0.89,0.92,0.02,255,13,0,0,0,0,DoS
192.168.1.130,10.0.0.5,0,tcp,eco_i,S0,17,0,216,386,0.94,0.94,0.01,255,9,0,0,0,0,DoS
192.168.1.104,10.0.0.5,0,icmp,private,S0,36,0,225,293,0.93,1.0,0.04,255,3,0,0,0,0,DoS
192.168.1.108,10.0.0.5,0,tcp,eco_i,S0,53,0,376,446,0.92,0.97,0.02,255,2,0,0,0,0,DoS
198.51.100.29,10.0.0.5,0,tcp,private,S0,61,0,419,224,0.89,0.96,0.04,255,4,0,0,0,0,DoS
172.16.1.45,10.0.0.5,14,tcp,smtp,SF,3192,2142,6,6,0.0,0.99,0.03,8,72,1,0,0,0,Normal
198.51.100.15,10.0.0.5,0,tcp,api,RSTO,21,0,457,284,0.94,0.94,0.01,255,7,0,0,0,0,DoS
198.51.100.26,10.0.0.5,0,tcp,http,REJ,5,0,406,288,0.96,0.92,0.01,255,10,0,0,0,0,DoS
192.168.1.117,10.0.0.5,0,tcp,api,REJ,3,0,468,355,0.97,0.95,0.0,255,11,0,0,0,0,DoS
192.168.1.136,10.0.0.5,0,icmp,private,S0,61,0,359,279,0.98,0.97,0.04,255,5,0,0,0,0,DoS
192.168.1.133,10.0.0.5,0,icmp,eco_i,S0,35,0,208,404,0.97,0.99,0.03,255,11,0,0,0,0,DoS
192.168.1.115,10.0.0.5,0,tcp,eco_i,S0,9,0,474,395,0.99,0.95,0.0,255,9,0,0,0,0,DoS
192.168.1.122,10.0.0.5,0,tcp,http,S0,25,0,326,311,0.93,0.95,0.01,255,12,0,0,0,0,DoS
198.51.100.24,10.0.0.5,0,tcp,http,S0,13,0,362,487,0.99,0.93,0.02,255,10,0,0,0,0,DoS
192.168.1.116,10.0.0.5,0,icmp,api,S0,41,0,208,277,0.94,0.95,0.0,255,4,0,0,0,0,DoS
192.168.1.104,10.0.0.5,0,tcp,http,S0,58,0,273,213,0.97,0.93,0.04,255,3,0,0,0,0,DoS
192.168.1.117,10.0.0.5,0,icmp,eco_i,S0,38,0,207,194,0.94,0.94,0.01,255,2,0,0,0,0,DoS
192.168.1.123,10.0.0.5,0,tcp,http,S0,31,0,323,216,0.99,0.99,0.03,255,3,0,0,0,0,DoS
192.168.1.137,10.0.0.5,0,icmp,api,S0,37,0,352,195,0.9,0.99,0.01,255,10,0,0,0,0,DoS
192.168.1.107,10.0.0.5,0,tcp,eco_i,S0,47,0,464,485,0.92,0.94,0.01,255,13,0,0,0,0,DoS
198.51.100.28,10.0.0.5,0,tcp,api,S0,61,0,247,346,0.99,0.99,0.03,255,5,0,0,0,0,DoS
172.16.1.28,10.0.0.5,11,udp,private,SF,5894,6367,1,6,0.0,0.93,0.02,20,20,0,0,0,0,Normal
192.168.1.17,10.0.0.5,39,tcp,private,SF,1851,695,8,7,0.0,0.94,0.02,58,44,0,0,0,0,Normal
198.51.100.10,10.0.0.5,0,tcp,private,RSTO,32,0,456,382,0.93,0.94,0.03,255,1,0,0,0,0,DoS
192.168.1.36,10.0.0.5,45,udp,domain,SF,359,771,1,5,0.0,0.97,0.09,26,71,0,0,0,0,Normal
192.168.1.125,10.0.0.5,0,tcp,http,REJ,22,0,509,208,1.0,0.94,0.01,255,5,0,0,0,0,DoS
198.51.100.34,10.0.0.5,0,icmp,api,REJ,48,0,316,280,0.94,0.92,0.0,255,14,0,0,0,0,DoS
198.51.100.29,10.0.0.5,0,tcp,private,REJ,44,0,323,331,0.97,0.98,0.02,255,5,0,0,0,0,DoS
192.168.1.38,10.0.0.5,27,tcp,ftp_data,SF,3661,11811,14,5,0.0,0.9,0.06,53,72,1,0,0,0,Normal
192.168.1.107,10.0.0.5,0,tcp,private,REJ,15,0,200,165,0.92,0.98,0.01,255,15,0,0,0,0,DoS
198.51.100.12,10.0.0.5,0,tcp,eco_i,S0,49,0,289,415,0.89,0.94,0.01,255,7,0,0,0,0,DoS
192.168.1.139,10.0.0.5,0,tcp,private,S0,31,0,305,405,1.0,0.96,0.02,255,7,0,0,0,0,DoS
192.168.1.131,10.0.0.5,0,icmp,http,REJ,4,0,192,219,0.88,0.94,0.01,255,15,0,0,0,0,DoS
192.168.1.131,10.0.0.5,0,tcp,eco_i,REJ,58,0,286,353,0.95,0.97,0.01,255,10,0,0,0,0,DoS
198.51.100.12,10.0.0.5,0,tcp,api,RSTO,38,0,248,479,0.99,0.97,0.02,255,5,0,0,0,0,DoS
10.10.5.38,10.0.0.5,41,icmp,private,SF,1146,8545,14,11,0.0,0.93,0.07,5,17,0,0,0,0,Normal
10.10.5.21,10.0.0.5,17,tcp,ssl,SF,4212,13221,12,6,0.0,0.85,0.07,39,62,1,0,0,0,Normal
192.168.1.13,10.0.0.5,7,udp,http,SF,634,14910,12,4,0.0,0.99,0.03,38,43,1,0,0,0,Normal
198.51.100.32,10.0.0.5,0,tcp,api,S0,6,0,285,273,0.97,0.98,0.0,255,12,0,0,0,0,DoS
198.51.100.17,10.0.0.5,0,icmp,private,S0,0,0,336,189,0.91,0.96,0.01,255,7,0,0,0,0,DoS
172.16.1.27,10.0.0.5,10,tcp,smtp,SF,2160,8022,9,8,0.0,0.87,0.07,51,56,1,0,0,0,Normal
192.168.1.118,10.0.0.5,0,icmp,api,RSTO,1,0,492,278,0.98,0.96,0.02,255,6,0,0,0,0,DoS
172.16.1.47,10.0.0.5,25,tcp,domain,SF,3915,4341,2,4,0.0,0.94,0.06,58,24,0,0,0,0,Normal
192.168.1.124,10.0.0.5,0,tcp,api,S0,59,0,396,300,0.96,0.96,0.04,255,10,0,0,0,0,DoS
198.51.100.32,10.0.0.5,0,tcp,eco_i,S0,62,0,389,175,1.0,0.93,0.04,255,3,0,0,0,0,DoS
192.168.1.130,10.0.0.5,0,icmp,api,S0,44,0,419,294,0.95,1.0,0.03,255,3,0,0,0,0,DoS
192.168.1.113,10.0.0.5,0,tcp,private,RSTO,3,0,363,449,0.97,0.94,0.01,255,10,0,0,0,0,DoS
192.168.1.128,10.0.0.5,0,icmp,http,S0,7,0,339,486,0.94,0.98,0.01,255,14,0,0,0,0,DoS
198.51.100.27,10.0.0.5,0,tcp,private,REJ,3,0,298,198,0.89,0.93,0.0,255,11,0,0,0,0,DoS
192.168.1.119,10.0.0.5,0,tcp,private,S0,49,0,204,175,0.98,0.97,0.01,255,10,0,0,0,0,DoS
10.10.5.31,10.0.0.5,25,tcp,ftp_data,SF,4146,5498,4,11,0.0,0.98,0.06,7,92,1,0,0,0,Normal
192.168.1.127,10.0.0.5,0,icmp,http,S0,62,0,446,374,1.0,1.0,0.03,255,12,0,0,0,0,DoS
192.168.1.34,10.0.0.5,36,tcp,ftp_data,SF,5535,4744,7,15,0.0,0.88,0.01,13,48,1,0,0,0,Normal
198.51.100.12,10.0.0.5,0,tcp,api,S0,8,0,187,338,0.98,0.97,0.04,255,11,0,0,0,0,DoS
198.51.100.32,10.0.0.5,0,icmp,eco_i,REJ,49,0,283,390,0.98,0.93,0.01,255,4,0,0,0,0,DoS
198.51.100.14,10.0.0.5,0,tcp,private,RSTO,53,0,271,185,0.96,0.95,0.03,255,15,0,0,0,0,DoS
198.51.100.29,10.0.0.5,0,tcp,private,S0,13,0,202,403,0.99,0.98,0.02,255,9,0,0,0,0,DoS
192.168.1.139,10.0.0.5,0,icmp,http,RSTO,26,0,511,383,0.91,0.94,0.04,255,10,0,0,0,0,DoS
198.51.100.15,10.0.0.5,0,tcp,private,S0,43,0,203,350,0.98,0.96,0.02,255,5,0,0,0,0,DoS
198.51.100.16,10.0.0.5,0,icmp,http,RSTO,42,0,477,153,0.99,0.95,0.01,255,2,0,0,0,0,DoS
172.16.1.22,10.0.0.5,33,udp,smtp,SF,3556,17794,10,1,0.0,0.9,0.01,41,44,1,0,0,0,Normal
198.51.100.32,10.0.0.5,0,tcp,eco_i,S0,3,0,414,470,0.93,0.93,0.02,255,11,0,0,0,0,DoS
192.168.1.133,10.0.0.5,0,tcp,eco_i,REJ,64,0,343,337,0.97,0.95,0.0,255,6,0,0,0,0,DoS
192.168.1.129,10.0.0.5,0,icmp,private,REJ,51,0,241,494,0.95,0.94,0.04,255,15,0,0,0,0,DoS
192.168.1.117,10.0.0.5,0,icmp,eco_i,S0,8,0,200,186,0.99,0.96,0.02,255,4,0,0,0,0,DoS
172.16.1.49,10.0.0.5,12,icmp,domain,SF,4158,4144,3,10,0.0,0.97,0.06,40,94,0,0,0,0,Normal
192.168.1.105,10.0.0.5,0,tcp,private,S0,11,0,335,483,0.94,0.94,0.02,255,11,0,0,0,0,DoS
198.51.100.25,10.0.0.5,0,icmp,api,S0,38,0,401,421,0.94,0.94,0.04,255,8,0,0,0,0,DoS
192.168.1.110,10.0.0.5,0,tcp,api,S0,34,0,505,267,0.88,0.97,0.04,255,7,0,0,0,0,DoS
192.168.1.108,10.0.0.5,0,tcp,api,RSTO,54,0,243,376,0.97,0.94,0.04,255,2,0,0,0,0,DoS
192.168.1.112,10.0.0.5,0,tcp,api,RSTO,4,0,460,250,1.0,0.92,0.0,255,14,0,0,0,0,DoS
192.168.1.113,10.0.0.5,0,tcp,eco_i,REJ,52,0,444,267,0.9,0.95,0.02,255,9,0,0,0,0,DoS
10.10.5.10,10.0.0.5,39,udp,private,SF,1763,12674,13,6,0.0,0.98,0.05,28,92,0,0,0,0,Normal
192.168.1.125,10.0.0.5,0,icmp,api,S0,18,0,418,401,0.91,0.92,0.02,255,1,0,0,0,0,DoS
192.168.1.45,10.0.0.5,6,tcp,http,SF,3533,17054,1,11,0.0,0.89,0.09,44,72,1,0,0,0,Normal
192.168.1.106,10.0.0.5,0,tcp,api,S0,30,0,306,440,0.97,0.97,0.03,255,10,0,0,0,0,DoS
198.51.100.16,10.0.0.5,0,tcp,eco_i,REJ,16,0,508,291,0.99,0.95,0.01,255,5,0,0,0,0,DoS
192.168.1.104,10.0.0.5,0,icmp,private,S0,57,0,201,427,0.92,0.93,0.01,255,9,0,0,0,0,DoS
192.168.1.128,10.0.0.5,0,tcp,http,S0,19,0,219,172,0.94,0.97,0.0,255,12,0,0,0,0,DoS
192.168.1.139,10.0.0.5,0,tcp,private,S0,63,0,415,246,0.97,0.92,0.04,255,10,0,0,0,0,DoS
192.168.1.109,10.0.0.5,0,icmp,http,RSTO,46,0,447,511,0.92,0.93,0.01,255,4,0,0,0,0,DoS
10.10.5.32,10.0.0.5,19,tcp,domain,SF,3381,8792,11,6,0.0,0.93,0.06,46,42,0,0,0,0,Normal
192.168.1.113,10.0.0.5,0,tcp,eco_i,S0,49,0,408,339,0.94,1.0,0.02,255,1,0,0,0,0,DoS
198.51.100.11,10.0.0.5,0,tcp,private,S0,51,0,233,389,0.88,0.92,0.03,255,9,0,0,0,0,DoS
192.168.1.106,10.0.0.5,0,tcp,api,S0,18,0,263,324,0.99,1.0,0.0,255,8,0,0,0,0,DoS
198.51.100.24,10.0.0.5,0,tcp,eco_i,RSTO,45,0,456,243,0.95,0.95,0.01,255,11,0,0,0,0,DoS
198.51.100.32,10.0.0.5,0,tcp,private,RSTO,27,0,195,261,0.9,0.98,0.01,255,15,0,0,0,0,DoS
172.16.1.23,10.0.0.5,26,icmp,api,SF,2216,3898,15,1,0.0,0.93,0.09,10,69,1,0,0,0,Normal
192.168.1.113,10.0.0.5,0,tcp,private,S0,12,0,449,188,1.0,0.92,0.0,255,12,0,0,0,0,DoS
192.168.1.107,10.0.0.5,0,tcp,api,RSTO,2,0,336,309,0.98,0.96,0.02,255,6,0,0,0,0,DoS
192.168.1.104,10.0.0.5,0,icmp,http,S0,1,0,508,462,0.9,0.93,0.02,255,4,0,0,0,0,DoS
192.168.1.132,10.0.0.5,0,tcp,http,RSTO,43,0,300,358,0.96,1.0,0.0,255,8,0,0,0,0,DoS
198.51.100.16,10.0.0.5,0,tcp,eco_i,REJ,25,0,253,168,1.0,0.94,0.02,255,6,0,0,0,0,DoS
198.51.100.12,10.0.0.5,0,icmp,api,S0,40,0,443,248,0.96,0.95,0.01,255,11,0,0,0,0,DoS
192.168.1.37,10.0.0.5,44,tcp,ssl,SF,4066,12660,2,6,0.0,1.0,0.08,43,51,1,0,0,0,Normal
192.168.1.135,10.0.0.5,0,tcp,http,RSTO,4,0,237,293,0.95,0.97,0.01,255,3,0,0,0,0,DoS
192.168.1.123,10.0.0.5,0,tcp,api,S0,52,0,361,282,0.89,0.93,0.04,255,9,0,0,0,0,DoS
192.168.1.126,10.0.0.5,0,tcp,eco_i,S0,62,0,237,291,0.91,0.98,0.0,255,1,0,0,0,0,DoS
172.16.1.39,10.0.0.5,1,udp,api,SF,763,8978,12,9,0.0,0.96,0.04,9,82,1,0,0,0,Normal
192.168.1.113,10.0.0.5,0,icmp,api,S0,24,0,492,339,0.9,0.97,0.03,255,12,0,0,0,0,DoS
198.51.100.20,10.0.0.5,0,icmp,eco_i,S0,64,0,349,265,0.99,0.94,0.02,255,6,0,0,0,0,DoS
10.10.5.11,10.0.0.5,25,icmp,ssl,SF,4292,7450,6,13,0.0,0.9,0.03,39,54,1,0,0,0,Normal
192.168.1.134,10.0.0.5,0,icmp,eco_i,S0,40,0,463,178,0.96,0.97,0.02,255,10,0,0,0,0,DoS
198.51.100.32,10.0.0.5,0,icmp,http,S0,19,0,425,360,0.94,0.99,0.02,255,4,0,0,0,0,DoS
192.168.1.127,10.0.0.5,0,tcp,http,RSTO,32,0,393,387,0.96,0.92,0.04,255,5,0,0,0,0,DoS
198.51.100.12,10.0.0.5,0,tcp,private,S0,18,0,431,406,0.94,0.92,0.03,255,13,0,0,0,0,DoS
198.51.100.27,10.0.0.5,0,tcp,private,S0,34,0,316,286,0.95,0.92,0.02,255,15,0,0,0,0,DoS
192.168.1.109,10.0.0.5,0,tcp,private,RSTO,21,0,413,504,0.97,1.0,0.0,255,12,0,0,0,0,DoS
192.168.1.101,10.0.0.5,0,icmp,private,S0,21,0,457,196,0.97,0.96,0.03,255,11,0,0,0,0,DoS
192.168.1.131,10.0.0.5,0,tcp,eco_i,S0,49,0,313,447,0.9,0.96,0.03,255,14,0,0,0,0,DoS
198.51.100.21,10.0.0.5,0,icmp,api,S0,34,0,428,262,0.91,0.97,0.03,255,10,0,0,0,0,DoS
192.168.1.118,10.0.0.5,0,tcp,eco_i,S0,13,0,214,294,0.9,0.96,0.01,255,9,0,0,0,0,DoS
192.168.1.134,10.0.0.5,0,icmp,eco_i,S0,54,0,450,192,0.95,0.95,0.03,255,3,0,0,0,0,DoS
192.168.1.120,10.0.0.5,0,tcp,private,S0,27,0,234,419,0.9,0.99,0.03,255,1,0,0,0,0,DoS
192.168.1.105,10.0.0.5,0,tcp,eco_i,RSTO,37,0,429,247,0.94,0.94,0.01,255,11,0,0,0,0,DoS
198.51.100.18,10.0.0.5,0,icmp,eco_i,S0,11,0,292,323,0.93,0.98,0.03,255,5,0,0,0,0,DoS
192.168.1.117,10.0.0.5,0,tcp,eco_i,S0,28,0,446,295,0.9,0.97,0.01,255,15,0,0,0,0,DoS
198.51.100.28,10.0.0.5,0,tcp,api,S0,8,0,297,242,0.98,1.0,0.01,255,3,0,0,0,0,DoS
192.168.1.107,10.0.0.5,0,tcp,private,S0,28,0,484,494,0.88,0.94,0.0,255,8,0,0,0,0,DoS
192.168.1.114,10.0.0.5,0,tcp,private,RSTO,6,0,492,437,0.89,0.96,0.03,255,13,0,0,0,0,DoS
172.16.1.47,10.0.0.5,41,icmp,http,SF,4552,8668,4,4,0.0,0.86,0.07,36,94,1,0,0,0,Normal
198.51.100.31,10.0.0.5,0,tcp,eco_i,RSTO,25,0,279,236,0.98,0.99,0.01,255,8,0,0,0,0,DoS
198.51.100.14,10.0.0.5,0,tcp,http,REJ,23,0,508,459,0.93,0.99,0.04,255,11,0,0,0,0,DoS
192.168.1.117,10.0.0.5,0,tcp,private,REJ,29,0,260,286,0.89,0.95,0.04,255,8,0,0,0,0,DoS
192.168.1.108,10.0.0.5,0,icmp,api,S0,48,0,256,418,0.93,0.97,0.01,255,7,0,0,0,0,DoS
192.168.1.121,10.0.0.5,0,icmp,http,S0,6,0,448,465,0.92,0.94,0.01,255,6,0,0,0,0,DoS
