src_ip,dst_ip,duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,logged_in,num_failed_logins,root_shell,num_compromised,label
192.168.1.202,10.0.0.5,2,icmp,eco_i,REJ,38,0,86,3,0.22,0.1,0.95,126,6,0,0,0,0,Probe
172.16.1.36,10.0.0.22,0,tcp,http,SF,776,1695,8,12,0.0,0.92,0.07,12,21,1,0,0,0,Normal
203.0.113.44,10.0.0.8,2,udp,finger,RSTO,87,0,90,2,0.32,0.02,0.81,176,6,0,0,0,0,Probe
192.168.1.24,10.0.0.50,9,tcp,smtp,SF,513,6766,2,6,0.0,0.99,0.08,56,55,1,0,0,0,Normal
203.0.113.44,10.0.0.60,4,icmp,private,REJ,93,0,126,2,0.44,0.04,0.98,241,8,0,0,0,0,Probe
198.51.100.89,10.0.0.8,2,tcp,domain,RSTO,11,0,146,3,0.25,0.18,0.83,225,2,0,0,0,0,Probe
203.0.113.44,10.0.0.60,0,udp,eco_i,REJ,79,0,149,4,0.51,0.1,0.9,196,8,0,0,0,0,Probe
172.16.0.99,10.0.0.22,2,udp,private,REJ,118,0,59,1,0.29,0.14,0.96,215,2,0,0,0,0,Probe
192.168.1.32,10.0.0.12,16,tcp,smtp,SF,1307,1650,6,7,0.0,0.99,0.02,5,42,1,0,0,0,Normal
172.16.0.99,10.0.0.5,1,udp,telnet,REJ,69,0,93,3,0.47,0.06,0.85,131,4,0,0,0,0,Probe
172.16.0.99,10.0.0.60,1,udp,domain,SH,9,0,115,2,0.47,0.01,0.87,120,6,0,0,0,0,Probe
192.168.1.202,10.0.0.22,4,tcp,finger,SH,4,0,89,3,0.35,0.12,0.94,163,6,0,0,0,0,Probe
172.16.0.99,10.0.0.5,3,icmp,private,RSTO,100,0,111,3,0.37,0.09,0.72,198,6,0,0,0,0,Probe
172.16.0.99,10.0.0.60,0,icmp,other,RSTR,117,0,143,3,0.28,0.01,0.84,213,8,0,0,0,0,Probe
203.0.113.44,10.0.0.8,3,icmp,finger,RSTR,3,0,121,4,0.28,0.01,0.85,208,3,0,0,0,0,Probe
203.0.113.44,10.0.0.50,4,icmp,other,RSTR,110,0,114,4,0.19,0.03,0.77,159,8,0,0,0,0,Probe
10.10.5.19,10.0.0.5,43,udp,ftp_data,SF,5250,15158,9,8,0.0,0.98,0.07,28,31,1,0,0,0,Normal
198.51.100.89,10.0.0.1,1,tcp,other,REJ,13,0,180,1,0.42,0.17,0.8,163,5,0,0,0,0,Probe
192.168.1.45,10.0.0.60,32,icmp,api,SF,2926,11728,4,14,0.0,0.96,0.07,35,24,1,0,0,0,Normal
203.0.113.44,10.0.0.15,0,icmp,ssh,RSTO,3,0,147,2,0.38,0.23,0.99,143,2,0,0,0,0,Probe
203.0.113.44,10.0.0.1,0,icmp,private,SH,12,0,118,4,0.33,0.13,0.76,200,3,0,0,0,0,Probe
203.0.113.44,10.0.0.60,4,icmp,domain,RSTO,83,0,180,3,0.38,0.17,0.92,242,1,0,0,0,0,Probe
198.51.100.89,10.0.0.1,0,icmp,domain,SH,86,0,62,3,0.27,0.17,0.92,196,3,0,0,0,0,Probe
172.16.1.16,10.0.0.5,7,tcp,api,SF,3260,17255,12,10,0.0,0.99,0.07,9,41,1,0,0,0,Normal
192.168.1.202,10.0.0.22,0,tcp,telnet,REJ,60,0,53,3,0.22,0.06,0.97,240,8,0,0,0,0,Probe
192.168.1.202,10.0.0.8,3,icmp,other,RSTO,79,0,86,2,0.53,0.12,0.95,141,5,0,0,0,0,Probe
203.0.113.44,10.0.0.15,2,tcp,eco_i,REJ,19,0,110,1,0.25,0.08,0.9,126,1,0,0,0,0,Probe
198.51.100.89,10.0.0.8,2,tcp,telnet,SH,24,0,135,3,0.49,0.11,0.96,148,5,0,0,0,0,Probe
192.168.1.31,10.0.0.8,35,tcp,domain,SF,4618,17319,13,14,0.0,0.98,0.04,43,68,0,0,0,0,Normal
203.0.113.44,10.0.0.50,0,icmp,domain,SH,99,0,117,2,0.38,0.07,0.95,186,1,0,0,0,0,Probe
192.168.1.202,10.0.0.5,3,udp,ssh,RSTR,56,0,39,1,0.42,0.02,0.79,249,7,0,0,0,0,Probe
172.16.0.99,10.0.0.5,4,udp,ssh,REJ,52,0,127,3,0.26,0.1,0.75,238,4,0,0,0,0,Probe
192.168.1.201,10.0.0.60,2,icmp,domain,RSTO,85,0,144,1,0.58,0.15,0.67,219,5,0,0,0,0,Probe
198.51.100.89,10.0.0.50,4,udp,eco_i,RSTO,65,0,64,1,0.15,0.06,0.72,189,3,0,0,0,0,Probe
192.168.1.47,10.0.0.15,18,icmp,smtp,SF,3661,8088,10,7,0.0,0.91,0.02,53,30,1,0,0,0,Normal
192.168.1.202,10.0.0.15,4,tcp,ssh,REJ,46,0,67,1,0.33,0.23,0.75,146,7,0,0,0,0,Probe
198.51.100.89,10.0.0.60,1,udp,finger,SH,91,0,47,4,0.46,0.17,0.87,211,6,0,0,0,0,Probe
10.10.5.21,10.0.0.5,4,tcp,private,SF,5286,2559,2,7,0.0,0.94,0.07,19,66,0,0,0,0,Normal
192.168.1.33,10.0.0.15,5,tcp,ftp_data,SF,1592,2507,13,4,0.0,0.86,0.02,50,79,1,0,0,0,Normal
192.168.1.202,10.0.0.5,1,tcp,other,REJ,87,0,87,3,0.59,0.11,0.66,227,6,0,0,0,0,Probe
192.168.1.205,10.0.0.1,4,icmp,private,RSTO,8,0,120,1,0.2,0.01,0.78,202,1,0,0,0,0,Probe
172.16.1.15,10.0.0.50,15,udp,smtp,SF,244,14155,11,6,0.0,0.87,0.01,15,29,1,0,0,0,Normal
192.168.1.201,10.0.0.12,2,icmp,private,REJ,111,0,44,3,0.37,0.01,0.86,224,5,0,0,0,0,Probe
10.10.5.33,10.0.0.15,18,udp,ftp_data,SF,5069,9100,7,5,0.0,0.88,0.04,32,25,1,0,0,0,Normal
192.168.1.35,10.0.0.15,17,tcp,ftp_data,SF,3792,3289,3,15,0.0,0.96,0.05,5,89,1,0,0,0,Normal
203.0.113.44,10.0.0.50,4,icmp,domain,RSTO,106,0,122,2,0.46,0.24,0.71,159,5,0,0,0,0,Probe
192.168.1.201,10.0.0.12,0,udp,ssh,RSTR,81,0,149,2,0.24,0.16,0.79,169,6,0,0,0,0,Probe
172.16.1.24,10.0.0.5,21,udp,http,SF,5877,5318,14,9,0.0,0.91,0.03,22,46,1,0,0,0,Normal
192.168.1.205,10.0.0.22,1,udp,ssh,REJ,118,0,144,3,0.28,0.23,0.98,181,6,0,0,0,0,Probe
203.0.113.44,10.0.0.5,4,icmp,other,SH,17,0,134,4,0.42,0.02,0.72,219,7,0,0,0,0,Probe
172.16.1.30,10.0.0.12,19,tcp,private,SF,955,14371,1,9,0.0,0.86,0.03,16,87,0,0,0,0,Normal
192.168.1.205,10.0.0.50,2,tcp,other,RSTO,17,0,126,3,0.43,0.03,0.85,187,7,0,0,0,0,Probe
203.0.113.44,10.0.0.12,0,tcp,other,REJ,86,0,99,1,0.49,0.09,0.7,142,6,0,0,0,0,Probe
203.0.113.44,10.0.0.22,0,udp,ssh,RSTR,97,0,178,1,0.48,0.23,0.66,152,2,0,0,0,0,Probe
192.168.1.202,10.0.0.50,4,udp,private,RSTR,59,0,94,4,0.54,0.19,0.74,190,7,0,0,0,0,Probe
172.16.0.99,10.0.0.5,3,tcp,telnet,RSTO,63,0,127,1,0.24,0.05,0.68,142,6,0,0,0,0,Probe
172.16.1.19,10.0.0.22,25,icmp,api,SF,3511,5595,15,4,0.0,0.99,0.08,53,87,1,0,0,0,Normal
203.0.113.44,10.0.0.1,2,icmp,ssh,RSTR,60,0,163,2,0.27,0.09,0.96,129,5,0,0,0,0,Probe
172.16.0.99,10.0.0.5,2,tcp,domain,SH,16,0,99,1,0.29,0.07,0.86,175,6,0,0,0,0,Probe
172.16.1.27,10.0.0.60,6,tcp,ftp_data,SF,4625,4666,14,6,0.0,0.88,0.03,6,83,1,0,0,0,Normal
172.16.0.99,10.0.0.22,0,icmp,private,RSTR,62,0,88,1,0.48,0.1,0.99,216,6,0,0,0,0,Probe
203.0.113.44,10.0.0.22,1,udp,finger,RSTR,32,0,173,2,0.25,0.02,0.84,175,3,0,0,0,0,Probe
10.10.5.26,10.0.0.15,35,udp,http,SF,4858,3820,11,14,0.0,0.97,0.04,21,63,1,0,0,0,Normal
192.168.1.26,10.0.0.50,26,tcp,smtp,SF,2235,3053,6,5,0.0,0.97,0.03,39,43,1,0,0,0,Normal
192.168.1.202,10.0.0.12,2,tcp,domain,RSTO,34,0,48,4,0.54,0.14,0.83,144,7,0,0,0,0,Probe
192.168.1.205,10.0.0.1,2,tcp,telnet,SH,74,0,166,2,0.16,0.14,0.71,123,2,0,0,0,0,Probe
172.16.0.99,10.0.0.22,3,tcp,telnet,REJ,101,0,40,2,0.37,0.13,0.79,167,7,0,0,0,0,Probe
192.168.1.205,10.0.0.1,1,tcp,ssh,SH,88,0,43,4,0.18,0.25,0.97,181,6,0,0,0,0,Probe
172.16.1.27,10.0.0.5,36,tcp,domain,SF,2173,9948,11,7,0.0,0.91,0.09,32,33,0,0,0,0,Normal
172.16.1.27,10.0.0.5,5,tcp,api,SF,5851,4225,7,8,0.0,0.94,0.09,26,27,1,0,0,0,Normal
203.0.113.44,10.0.0.8,4,tcp,ssh,SH,72,0,47,1,0.57,0.11,0.83,187,8,0,0,0,0,Probe
172.16.0.99,10.0.0.15,0,tcp,eco_i,RSTR,103,0,38,3,0.32,0.15,0.89,161,5,0,0,0,0,Probe
203.0.113.44,10.0.0.8,0,icmp,ssh,SH,111,0,82,1,0.59,0.12,0.86,120,1,0,0,0,0,Probe
172.16.0.99,10.0.0.22,4,udp,eco_i,RSTR,57,0,42,4,0.21,0.21,0.81,158,6,0,0,0,0,Probe
172.16.1.38,10.0.0.22,22,udp,api,SF,518,14907,11,2,0.0,0.88,0.01,32,71,1,0,0,0,Normal
192.168.1.201,10.0.0.1,4,tcp,domain,RSTR,14,0,88,4,0.32,0.07,0.94,217,7,0,0,0,0,Probe
172.16.1.14,10.0.0.1,23,tcp,ssl,SF,5857,14234,15,15,0.0,0.86,0.09,24,21,1,0,0,0,Normal
172.16.1.15,10.0.0.1,5,tcp,api,SF,545,6155,8,2,0.0,0.91,0.08,46,17,1,0,0,0,Normal
172.16.0.99,10.0.0.50,2,icmp,ssh,RSTR,109,0,86,2,0.32,0.17,0.69,188,2,0,0,0,0,Probe
203.0.113.44,10.0.0.8,2,tcp,eco_i,SH,0,0,83,3,0.42,0.14,0.74,225,5,0,0,0,0,Probe
172.16.1.28,10.0.0.12,24,tcp,ssl,SF,3374,14637,7,11,0.0,0.95,0.07,20,78,1,0,0,0,Normal
192.168.1.205,10.0.0.15,2,icmp,finger,RSTR,14,0,99,3,0.25,0.22,0.77,123,3,0,0,0,0,Probe
192.168.1.202,10.0.0.50,2,icmp,domain,RSTO,66,0,133,3,0.4,0.04,0.81,141,4,0,0,0,0,Probe
198.51.100.89,10.0.0.5,2,icmp,eco_i,RSTO,15,0,160,2,0.18,0.08,0.95,140,5,0,0,0,0,Probe
203.0.113.44,10.0.0.22,4,tcp,eco_i,REJ,96,0,52,4,0.29,0.07,0.87,251,6,0,0,0,0,Probe
192.168.1.202,10.0.0.60,4,icmp,other,REJ,70,0,87,2,0.25,0.22,0.81,187,7,0,0,0,0,Probe
172.16.0.99,10.0.0.50,3,udp,finger,SH,20,0,111,4,0.25,0.09,0.84,160,2,0,0,0,0,Probe
10.10.5.33,10.0.0.22,6,tcp,domain,SF,1461,13747,11,2,0.0,0.89,0.09,28,77,0,0,0,0,Normal
172.16.1.26,10.0.0.12,35,tcp,ftp_data,SF,2295,10440,7,11,0.0,0.97,0.01,24,19,1,0,0,0,Normal
198.51.100.89,10.0.0.5,0,udp,domain,RSTR,75,0,41,4,0.38,0.17,0.99,237,3,0,0,0,0,Probe
192.168.1.205,10.0.0.1,0,udp,other,RSTR,38,0,115,2,0.43,0.06,0.93,149,5,0,0,0,0,Probe
192.168.1.205,10.0.0.8,2,icmp,finger,REJ,106,0,136,4,0.59,0.11,0.91,211,1,0,0,0,0,Probe
172.16.1.38,10.0.0.50,24,tcp,smtp,SF,5651,17753,14,4,0.0,0.87,0.05,60,59,1,0,0,0,Normal
192.168.1.201,10.0.0.50,4,tcp,eco_i,SH,92,0,127,3,0.54,0.01,0.72,230,1,0,0,0,0,Probe
192.168.1.205,10.0.0.60,0,icmp,private,SH,98,0,121,2,0.38,0.11,0.67,180,5,0,0,0,0,Probe
192.168.1.201,10.0.0.15,1,udp,domain,RSTO,73,0,70,4,0.25,0.01,0.96,146,6,0,0,0,0,Probe
192.168.1.33,10.0.0.8,0,icmp,smtp,SF,5149,17626,14,11,0.0,0.91,0.07,53,63,1,0,0,0,Normal
192.168.1.205,10.0.0.50,1,icmp,eco_i,RSTO,21,0,134,2,0.34,0.22,0.9,155,5,0,0,0,0,Probe
192.168.1.38,10.0.0.8,36,tcp,http,SF,867,11988,15,15,0.0,1.0,0.07,25,34,1,0,0,0,Normal
192.168.1.201,10.0.0.1,4,icmp,ssh,RSTO,66,0,172,1,0.54,0.18,0.8,159,3,0,0,0,0,Probe
172.16.1.18,10.0.0.15,44,icmp,http,SF,2299,4012,15,14,0.0,0.93,0.05,8,74,1,0,0,0,Normal
192.168.1.205,10.0.0.5,1,tcp,eco_i,RSTO,117,0,130,1,0.26,0.1,0.99,145,3,0,0,0,0,Probe
203.0.113.44,10.0.0.15,4,udp,ssh,REJ,28,0,65,2,0.32,0.21,0.92,146,2,0,0,0,0,Probe
203.0.113.44,10.0.0.50,3,tcp,private,SH,78,0,154,4,0.16,0.22,0.9,213,2,0,0,0,0,Probe
10.10.5.29,10.0.0.60,22,icmp,ssl,SF,1769,7443,8,15,0.0,0.88,0.01,32,81,1,0,0,0,Normal
172.16.0.99,10.0.0.15,1,udp,telnet,RSTR,4,0,64,4,0.29,0.17,0.81,211,5,0,0,0,0,Probe
192.168.1.32,10.0.0.1,20,icmp,private,SF,5199,3533,8,6,0.0,0.89,0.02,17,44,0,0,0,0,Normal
172.16.1.11,10.0.0.22,18,tcp,smtp,SF,821,13589,15,11,0.0,0.9,0.09,30,56,1,0,0,0,Normal
198.51.100.89,10.0.0.15,4,udp,other,REJ,3,0,134,2,0.33,0.04,0.71,202,2,0,0,0,0,Probe
10.10.5.16,10.0.0.1,45,udp,ftp_data,SF,1499,2543,8,8,0.0,0.93,0.09,46,35,1,0,0,0,Normal
192.168.1.201,10.0.0.15,2,tcp,ssh,REJ,68,0,36,4,0.54,0.01,0.83,151,3,0,0,0,0,Probe
198.51.100.89,10.0.0.12,1,udp,ssh,SH,94,0,108,4,0.45,0.12,0.71,244,4,0,0,0,0,Probe
172.16.0.99,10.0.0.5,1,udp,private,RSTR,13,0,97,3,0.41,0.03,0.81,218,7,0,0,0,0,Probe
192.168.1.201,10.0.0.22,3,icmp,private,SH,81,0,174,3,0.3,0.17,0.98,155,7,0,0,0,0,Probe
192.168.1.202,10.0.0.50,4,icmp,ssh,RSTO,112,0,69,2,0.33,0.23,0.88,208,4,0,0,0,0,Probe
203.0.113.44,10.0.0.15,2,udp,private,RSTO,90,0,95,4,0.23,0.22,0.97,169,8,0,0,0,0,Probe
172.16.0.99,10.0.0.60,0,udp,finger,RSTO,86,0,83,1,0.39,0.05,0.81,237,7,0,0,0,0,Probe
203.0.113.44,10.0.0.5,3,udp,other,RSTR,114,0,123,4,0.24,0.18,0.78,253,1,0,0,0,0,Probe
192.168.1.54,10.0.0.8,33,udp,api,SF,888,15289,1,3,0.0,0.94,0.07,56,35,1,0,0,0,Normal
172.16.0.99,10.0.0.1,0,tcp,telnet,RSTR,50,0,136,1,0.25,0.23,0.73,224,3,0,0,0,0,Probe
198.51.100.89,10.0.0.22,2,icmp,private,SH,51,0,42,3,0.39,0.16,0.88,248,4,0,0,0,0,Probe
203.0.113.44,10.0.0.22,1,udp,telnet,RSTR,104,0,177,1,0.46,0.22,0.98,123,4,0,0,0,0,Probe
198.51.100.89,10.0.0.22,1,udp,other,RSTO,30,0,132,3,0.22,0.14,0.9,228,7,0,0,0,0,Probe
172.16.1.12,10.0.0.50,2,tcp,private,SF,548,9660,15,9,0.0,0.98,0.02,45,28,0,0,0,0,Normal
172.16.0.99,10.0.0.60,3,udp,finger,REJ,78,0,101,2,0.56,0.19,0.95,125,5,0,0,0,0,Probe
198.51.100.89,10.0.0.8,0,tcp,eco_i,SH,3,0,91,3,0.16,0.22,0.93,247,8,0,0,0,0,Probe
203.0.113.44,10.0.0.60,2,udp,telnet,SH,75,0,64,4,0.35,0.05,0.67,156,2,0,0,0,0,Probe
198.51.100.89,10.0.0.12,4,icmp,private,RSTR,89,0,143,1,0.37,0.04,0.96,165,4,0,0,0,0,Probe
198.51.100.89,10.0.0.60,0,icmp,private,RSTR,29,0,68,3,0.29,0.11,0.77,180,2,0,0,0,0,Probe
203.0.113.44,10.0.0.12,0,udp,domain,RSTR,41,0,104,2,0.19,0.11,0.72,160,6,0,0,0,0,Probe
172.16.1.13,10.0.0.1,32,tcp,http,SF,2414,3861,8,4,0.0,0.99,0.01,47,54,1,0,0,0,Normal
192.168.1.201,10.0.0.5,4,icmp,private,RSTO,27,0,130,2,0.54,0.17,0.66,154,7,0,0,0,0,Probe
172.16.1.18,10.0.0.15,13,tcp,http,SF,3176,4926,9,15,0.0,0.88,0.02,10,49,1,0,0,0,Normal
203.0.113.44,10.0.0.15,3,udp,eco_i,RSTR,40,0,159,1,0.51,0.15,0.7,184,8,0,0,0,0,Probe
192.168.1.41,10.0.0.60,33,icmp,domain,SF,2763,2971,11,12,0.0,0.93,0.1,47,36,0,0,0,0,Normal
10.10.5.18,10.0.0.5,6,tcp,ssl,SF,1222,16176,12,9,0.0,0.91,0.03,36,36,1,0,0,0,Normal
192.168.1.205,10.0.0.22,4,icmp,other,REJ,62,0,78,3,0.58,0.01,0.89,251,3,0,0,0,0,Probe
192.168.1.13,10.0.0.12,28,tcp,private,SF,3278,7070,7,5,0.0,1.0,0.09,42,90,0,0,0,0,Normal
10.10.5.32,10.0.0.1,32,icmp,smtp,SF,4675,2511,10,10,0.0,0.91,0.05,20,68,1,0,0,0,Normal
192.168.1.202,10.0.0.1,3,icmp,domain,RSTR,56,0,142,2,0.58,0.24,0.9,125,3,0,0,0,0,Probe
172.16.0.99,10.0.0.60,3,udp,private,SH,65,0,47,2,0.26,0.15,0.78,229,6,0,0,0,0,Probe
172.16.0.99,10.0.0.5,3,tcp,finger,SH,91,0,60,1,0.3,0.01,0.87,135,5,0,0,0,0,Probe
203.0.113.44,10.0.0.5,0,icmp,finger,RSTO,113,0,108,3,0.19,0.2,0.98,155,5,0,0,0,0,Probe
192.168.1.205,10.0.0.15,0,icmp,private,REJ,50,0,56,2,0.58,0.07,0.8,229,3,0,0,0,0,Probe
192.168.1.202,10.0.0.50,3,udp,domain,REJ,14,0,37,1,0.54,0.13,0.74,194,4,0,0,0,0,Probe
172.16.0.99,10.0.0.60,4,icmp,telnet,RSTR,53,0,58,2,0.16,0.04,0.87,250,8,0,0,0,0,Probe
198.51.100.89,10.0.0.15,1,icmp,private,RSTO,89,0,177,4,0.51,0.06,0.88,233,2,0,0,0,0,Probe
192.168.1.205,10.0.0.12,0,udp,eco_i,RSTO,29,0,135,1,0.21,0.06,0.66,252,2,0,0,0,0,Probe
10.10.5.37,10.0.0.22,21,tcp,domain,SF,5615,5134,13,11,0.0,0.91,0.09,15,78,0,0,0,0,Normal
10.10.5.18,10.0.0.5,38,icmp,smtp,SF,1512,9698,14,2,0.0,0.94,0.09,30,45,1,0,0,0,Normal
192.168.1.56,10.0.0.60,31,tcp,http,SF,5692,2381,1,11,0.0,0.91,0.06,35,36,1,0,0,0,Normal
172.16.0.99,10.0.0.22,1,icmp,other,REJ,48,0,142,3,0.29,0.22,0.73,195,2,0,0,0,0,Probe
192.168.1.10,10.0.0.22,16,icmp,ssl,SF,4726,17784,9,8,0.0,0.98,0.02,20,44,1,0,0,0,Normal
203.0.113.44,10.0.0.5,1,udp,private,SH,57,0,134,2,0.21,0.03,0.83,211,4,0,0,0,0,Probe
172.16.0.99,10.0.0.5,1,udp,other,SH,9,0,88,3,0.56,0.12,0.71,209,3,0,0,0,0,Probe
192.168.1.49,10.0.0.5,25,tcp,domain,SF,4080,7814,6,15,0.0,0.92,0.09,43,77,0,0,0,0,Normal
172.16.1.24,10.0.0.15,17,udp,http,SF,1038,4624,5,2,0.0,0.9,0.0,6,51,1,0,0,0,Normal
10.10.5.38,10.0.0.8,0,tcp,private,SF,2092,10094,6,12,0.0,0.92,0.05,37,16,0,0,0,0,Normal
192.168.1.46,10.0.0.12,9,tcp,api,SF,4636,418,8,7,0.0,0.87,0.08,9,19,1,0,0,0,Normal
198.51.100.89,10.0.0.50,2,udp,ssh,RSTR,11,0,61,3,0.54,0.13,0.88,182,4,0,0,0,0,Probe
203.0.113.44,10.0.0.60,0,tcp,ssh,RSTR,45,0,135,1,0.19,0.17,0.71,220,6,0,0,0,0,Probe
192.168.1.13,10.0.0.60,35,udp,domain,SF,4320,10081,13,12,0.0,0.99,0.02,40,93,0,0,0,0,Normal
172.16.0.99,10.0.0.8,1,tcp,finger,REJ,67,0,134,1,0.4,0.1,0.75,255,2,0,0,0,0,Probe
192.168.1.202,10.0.0.8,4,udp,private,REJ,55,0,86,4,0.46,0.13,0.84,161,2,0,0,0,0,Probe
172.16.0.99,10.0.0.8,0,icmp,other,REJ,12,0,105,4,0.54,0.23,0.95,243,7,0,0,0,0,Probe
192.168.1.201,10.0.0.22,0,icmp,ssh,SH,43,0,65,2,0.38,0.09,0.71,124,2,0,0,0,0,Probe
192.168.1.201,10.0.0.22,0,udp,private,RSTR,10,0,74,4,0.19,0.08,0.93,197,4,0,0,0,0,Probe
192.168.1.205,10.0.0.22,0,icmp,private,SH,2,0,35,3,0.39,0.07,0.69,190,7,0,0,0,0,Probe
192.168.1.201,10.0.0.8,0,tcp,other,RSTO,4,0,163,3,0.29,0.09,0.76,186,4,0,0,0,0,Probe
172.16.0.99,10.0.0.8,1,udp,finger,REJ,62,0,98,1,0.4,0.03,0.67,216,5,0,0,0,0,Probe
172.16.1.49,10.0.0.5,3,tcp,ftp_data,SF,4619,17208,3,4,0.0,0.94,0.02,15,85,1,0,0,0,Normal
192.168.1.205,10.0.0.22,4,icmp,ssh,REJ,88,0,180,2,0.18,0.04,0.75,215,7,0,0,0,0,Probe
192.168.1.205,10.0.0.12,0,udp,telnet,SH,106,0,64,1,0.35,0.1,0.75,143,2,0,0,0,0,Probe
198.51.100.89,10.0.0.22,0,udp,finger,RSTO,57,0,164,3,0.34,0.24,0.96,213,8,0,0,0,0,Probe
192.168.1.201,10.0.0.8,1,icmp,other,SH,107,0,58,2,0.54,0.16,0.93,165,1,0,0,0,0,Probe
192.168.1.205,10.0.0.12,2,icmp,ssh,REJ,49,0,122,1,0.45,0.02,0.7,186,6,0,0,0,0,Probe
203.0.113.44,10.0.0.60,3,icmp,private,RSTR,55,0,41,1,0.37,0.01,0.74,249,8,0,0,0,0,Probe
10.10.5.26,10.0.0.8,39,tcp,domain,SF,3582,10817,10,11,0.0,0.96,0.03,17,85,0,0,0,0,Normal
198.51.100.89,10.0.0.12,4,icmp,ssh,RSTR,107,0,82,1,0.28,0.18,0.87,200,2,0,0,0,0,Probe
