src_ip,dst_ip,duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,logged_in,num_failed_logins,root_shell,num_compromised,label
192.168.1.55,10.0.0.1,405,tcp,private,SF,9208,15501,5,3,0.0,1.0,0.0,6,4,1,0,1,5,U2R
192.168.1.15,10.0.0.1,2,tcp,http,SF,199,1108,14,14,0.0,0.9,0.02,18,22,1,0,0,0,Normal
192.168.1.43,10.0.0.1,22,tcp,domain,SF,2203,9870,14,11,0.0,0.87,0.09,57,80,0,0,0,0,Normal
10.0.0.92,10.0.0.1,121,tcp,ssh,SF,4930,8382,5,2,0.0,1.0,0.0,1,1,1,0,1,5,U2R
10.0.0.104,10.0.0.1,143,tcp,private,SF,9297,7955,5,2,0.0,1.0,0.0,4,5,1,0,1,5,U2R
192.168.1.37,10.0.0.1,29,tcp,ftp_data,SF,5943,16063,15,13,0.0,0.89,0.09,53,46,1,0,0,0,Normal
192.168.1.12,10.0.0.1,35,tcp,ftp_data,SF,5992,2626,2,13,0.0,0.89,0.07,34,35,1,0,0,0,Normal
10.0.0.104,10.0.0.1,38,tcp,private,SF,8286,12523,3,3,0.0,1.0,0.0,6,4,1,0,1,12,U2R
192.168.1.50,10.0.0.1,41,tcp,ssl,SF,1820,8249,9,8,0.0,0.9,0.04,20,57,1,0,0,0,Normal
172.16.1.11,10.0.0.1,29,tcp,api,SF,3162,3016,10,14,0.0,0.92,0.0,15,64,1,0,0,0,Normal
192.168.1.10,10.0.0.1,38,tcp,domain,SF,944,6892,10,5,0.0,0.92,0.06,24,92,0,0,0,0,Normal
192.168.1.12,10.0.0.1,33,udp,domain,SF,2517,15477,12,11,0.0,0.91,0.09,40,36,0,0,0,0,Normal
10.0.0.92,10.0.0.1,258,tcp,ssh,SF,6395,18448,2,2,0.0,1.0,0.0,2,1,1,0,1,12,U2R
10.10.5.18,10.0.0.1,32,tcp,ftp_data,SF,3453,4887,5,9,0.0,0.89,0.09,27,15,1,0,0,0,Normal
10.10.5.30,10.0.0.1,36,tcp,ftp_data,SF,1831,11647,11,4,0.0,0.98,0.07,47,79,1,0,0,0,Normal
10.0.0.104,10.0.0.1,292,tcp,private,SF,6114,8440,1,3,0.0,1.0,0.0,4,6,1,0,1,7,U2R
172.16.1.28,10.0.0.1,8,udp,smtp,SF,1251,17946,2,6,0.0,0.96,0.09,24,60,1,0,0,0,Normal
192.168.1.55,10.0.0.1,254,tcp,telnet,SF,9356,23123,4,3,0.0,1.0,0.0,1,4,1,0,1,12,U2R
10.10.5.29,10.0.0.1,28,udp,domain,SF,1713,8010,10,6,0.0,0.87,0.02,40,35,0,0,0,0,Normal
10.0.0.104,10.0.0.1,382,tcp,private,SF,6934,19565,3,2,0.0,1.0,0.0,5,4,1,0,1,9,U2R
10.10.5.38,10.0.0.1,9,udp,api,SF,1639,4618,12,13,0.0,0.94,0.01,30,58,1,0,0,0,Normal
172.16.1.26,10.0.0.1,29,udp,domain,SF,2411,5883,1,5,0.0,0.95,0.01,5,100,0,0,0,0,Normal
10.0.0.92,10.0.0.1,73,tcp,private,SF,7585,13092,2,2,0.0,1.0,0.0,2,5,1,0,1,4,U2R
172.16.1.20,10.0.0.1,7,tcp,api,SF,1729,6007,14,7,0.0,0.94,0.08,32,37,1,0,0,0,Normal
192.168.1.40,10.0.0.1,2,tcp,ftp_data,SF,4423,17017,3,7,0.0,0.91,0.08,33,82,1,0,0,0,Normal
192.168.1.55,10.0.0.1,306,tcp,private,SF,9169,15951,3,2,0.0,1.0,0.0,1,2,1,0,1,9,U2R
172.16.1.19,10.0.0.1,2,icmp,domain,SF,3999,8385,9,6,0.0,0.93,0.08,35,65,0,0,0,0,Normal
10.10.5.29,10.0.0.1,32,tcp,ssl,SF,4101,5081,15,14,0.0,0.85,0.1,45,51,1,0,0,0,Normal
10.10.5.27,10.0.0.1,23,tcp,ssl,SF,5922,1351,14,10,0.0,0.99,0.01,41,58,1,0,0,0,Normal
192.168.1.34,10.0.0.1,20,tcp,http,SF,2161,11106,1,11,0.0,0.86,0.08,16,61,1,0,0,0,Normal
172.16.1.41,10.0.0.1,34,tcp,api,SF,4501,5716,15,12,0.0,0.99,0.07,36,17,1,0,0,0,Normal
10.0.0.104,10.0.0.1,404,tcp,telnet,SF,5801,16959,1,2,0.0,1.0,0.0,2,5,1,0,1,3,U2R
192.168.1.55,10.0.0.1,403,tcp,ssh,SF,8128,22595,4,2,0.0,1.0,0.0,1,4,1,0,1,8,U2R
10.0.0.104,10.0.0.1,82,tcp,private,SF,9347,9660,4,2,0.0,1.0,0.0,3,3,1,0,1,11,U2R
172.16.1.32,10.0.0.1,29,tcp,smtp,SF,4908,4644,13,13,0.0,0.86,0.07,26,92,1,0,0,0,Normal
10.10.5.23,10.0.0.1,31,tcp,smtp,SF,2900,779,14,10,0.0,0.89,0.03,7,38,1,0,0,0,Normal
192.168.1.43,10.0.0.1,41,icmp,domain,SF,5342,14869,9,6,0.0,0.98,0.05,53,82,0,0,0,0,Normal
192.168.1.36,10.0.0.1,22,tcp,domain,SF,2108,17329,8,9,0.0,0.96,0.08,41,41,0,0,0,0,Normal
192.168.1.42,10.0.0.1,9,tcp,api,SF,1797,13662,9,10,0.0,0.87,0.05,31,20,1,0,0,0,Normal
10.10.5.26,10.0.0.1,18,icmp,ftp_data,SF,5414,3283,12,9,0.0,0.94,0.06,34,65,1,0,0,0,Normal
10.0.0.88,10.0.0.1,365,tcp,ssh,SF,4729,18598,2,2,0.0,1.0,0.0,2,1,1,0,1,7,U2R
10.0.0.88,10.0.0.1,88,tcp,ssh,SF,6813,20850,1,3,0.0,1.0,0.0,1,4,1,0,1,6,U2R
192.168.1.55,10.0.0.1,405,tcp,ssh,SF,8639,5648,1,1,0.0,1.0,0.0,4,6,1,0,1,3,U2R
10.0.0.92,10.0.0.1,262,tcp,telnet,SF,8815,4638,2,3,0.0,1.0,0.0,2,5,1,0,1,10,U2R
192.168.1.50,10.0.0.1,2,tcp,api,SF,3800,8528,11,9,0.0,0.95,0.02,59,85,1,0,0,0,Normal
172.16.1.46,10.0.0.1,30,icmp,http,SF,5827,13659,13,10,0.0,0.88,0.04,30,83,1,0,0,0,Normal
172.16.1.37,10.0.0.1,9,tcp,api,SF,731,17513,6,4,0.0,0.97,0.1,59,96,1,0,0,0,Normal
10.0.0.88,10.0.0.1,176,tcp,ssh,SF,7098,13624,2,3,0.0,1.0,0.0,2,5,1,0,1,7,U2R
10.10.5.37,10.0.0.1,1,tcp,smtp,SF,4804,8421,2,7,0.0,0.89,0.05,42,17,1,0,0,0,Normal
192.168.1.42,10.0.0.1,24,udp,http,SF,657,2433,10,9,0.0,0.97,0.04,26,25,1,0,0,0,Normal
10.10.5.26,10.0.0.1,15,tcp,ftp_data,SF,3416,8071,8,9,0.0,0.87,0.07,41,77,1,0,0,0,Normal
192.168.1.17,10.0.0.1,7,icmp,ftp_data,SF,1069,9386,4,6,0.0,0.86,0.08,13,73,1,0,0,0,Normal
10.0.0.88,10.0.0.1,279,tcp,ssh,SF,3587,4837,3,3,0.0,1.0,0.0,3,1,1,0,1,10,U2R
192.168.1.58,10.0.0.1,29,tcp,http,SF,3645,4668,13,4,0.0,0.95,0.08,32,47,1,0,0,0,Normal
10.0.0.88,10.0.0.1,107,tcp,ssh,SF,7597,15579,2,1,0.0,1.0,0.0,5,1,1,0,1,5,U2R
10.0.0.104,10.0.0.1,335,tcp,private,SF,7488,17722,5,1,0.0,1.0,0.0,5,4,1,0,1,5,U2R
192.168.1.55,10.0.0.1,73,tcp,ssh,SF,5600,22067,4,2,0.0,1.0,0.0,4,5,1,0,1,3,U2R
172.16.1.49,10.0.0.1,27,udp,smtp,SF,196,2925,11,9,0.0,0.92,0.08,21,79,1,0,0,0,Normal
10.10.5.11,10.0.0.1,33,tcp,api,SF,271,8628,9,4,0.0,0.89,0.03,30,69,1,0,0,0,Normal
192.168.1.55,10.0.0.1,65,tcp,private,SF,5748,20080,2,1,0.0,1.0,0.0,6,1,1,0,1,8,U2R
10.0.0.92,10.0.0.1,326,tcp,telnet,SF,8941,12553,4,2,0.0,1.0,0.0,2,3,1,0,1,5,U2R
10.0.0.92,10.0.0.1,303,tcp,private,SF,9054,21758,1,1,0.0,1.0,0.0,3,3,1,0,1,10,U2R
172.16.1.19,10.0.0.1,27,icmp,http,SF,5655,13824,3,13,0.0,0.99,0.02,23,18,1,0,0,0,Normal
192.168.1.16,10.0.0.1,11,tcp,private,SF,2243,5858,13,8,0.0,0.92,0.1,47,89,0,0,0,0,Normal
10.10.5.10,10.0.0.1,31,tcp,smtp,SF,1334,6637,5,4,0.0,0.96,0.05,11,62,1,0,0,0,Normal
172.16.1.19,10.0.0.1,2,tcp,domain,SF,3135,8252,12,12,0.0,0.94,0.1,18,81,0,0,0,0,Normal
172.16.1.33,10.0.0.1,18,tcp,api,SF,1607,10690,14,3,0.0,0.87,0.03,12,71,1,0,0,0,Normal
10.0.0.92,10.0.0.1,96,tcp,ssh,SF,3576,7480,4,1,0.0,1.0,0.0,5,1,1,0,1,3,U2R
172.16.1.10,10.0.0.1,22,udp,ftp_data,SF,5084,2302,1,4,0.0,1.0,0.02,12,88,1,0,0,0,Normal
172.16.1.27,10.0.0.1,33,tcp,smtp,SF,2207,11671,15,15,0.0,0.86,0.05,33,35,1,0,0,0,Normal
172.16.1.33,10.0.0.1,10,icmp,http,SF,5985,10317,1,8,0.0,0.98,0.04,21,56,1,0,0,0,Normal
192.168.1.14,10.0.0.1,22,tcp,private,SF,1182,7431,11,10,0.0,0.99,0.02,59,20,0,0,0,0,Normal
10.0.0.92,10.0.0.1,265,tcp,private,SF,8050,10126,1,2,0.0,1.0,0.0,2,4,1,0,1,9,U2R
10.0.0.88,10.0.0.1,78,tcp,ssh,SF,7623,18572,4,2,0.0,1.0,0.0,6,3,1,0,1,9,U2R
10.10.5.38,10.0.0.1,13,tcp,http,SF,687,11733,14,2,0.0,0.9,0.05,33,72,1,0,0,0,Normal
172.16.1.25,10.0.0.1,25,udp,api,SF,1737,10619,4,1,0.0,0.99,0.08,14,78,1,0,0,0,Normal
172.16.1.19,10.0.0.1,25,tcp,http,SF,2267,12933,10,13,0.0,0.87,0.01,19,19,1,0,0,0,Normal
10.10.5.26,10.0.0.1,33,udp,http,SF,4546,15233,12,3,0.0,0.9,0.08,37,84,1,0,0,0,Normal
10.0.0.92,10.0.0.1,408,tcp,telnet,SF,3116,23609,3,3,0.0,1.0,0.0,3,5,1,0,1,11,U2R
10.10.5.17,10.0.0.1,19,udp,ftp_data,SF,4240,7718,1,3,0.0,0.92,0.01,59,59,1,0,0,0,Normal
10.0.0.104,10.0.0.1,117,tcp,ssh,SF,6791,13016,2,2,0.0,1.0,0.0,6,3,1,0,1,3,U2R
10.0.0.92,10.0.0.1,289,tcp,private,SF,5878,7937,2,2,0.0,1.0,0.0,4,2,1,0,1,12,U2R
172.16.1.28,10.0.0.1,19,icmp,http,SF,1008,16173,2,2,0.0,0.87,0.04,11,29,1,0,0,0,Normal
10.0.0.104,10.0.0.1,207,tcp,private,SF,6306,8066,4,3,0.0,1.0,0.0,3,6,1,0,1,7,U2R
10.10.5.26,10.0.0.1,23,icmp,smtp,SF,2991,14383,7,5,0.0,0.99,0.09,7,77,1,0,0,0,Normal
10.0.0.92,10.0.0.1,154,tcp,private,SF,3290,4589,2,1,0.0,1.0,0.0,5,1,1,0,1,8,U2R
192.168.1.27,10.0.0.1,0,tcp,api,SF,1600,2816,12,10,0.0,0.97,0.0,44,27,1,0,0,0,Normal
192.168.1.55,10.0.0.1,137,tcp,telnet,SF,7778,8904,5,3,0.0,1.0,0.0,3,2,1,0,1,11,U2R
192.168.1.55,10.0.0.1,177,tcp,ssh,SF,8001,9476,5,3,0.0,1.0,0.0,6,5,1,0,1,10,U2R
192.168.1.36,10.0.0.1,42,tcp,ssl,SF,2951,5697,1,3,0.0,0.85,0.06,17,88,1,0,0,0,Normal
10.0.0.88,10.0.0.1,144,tcp,telnet,SF,5789,20805,3,1,0.0,1.0,0.0,2,4,1,0,1,3,U2R
10.0.0.92,10.0.0.1,76,tcp,ssh,SF,4838,7436,1,2,0.0,1.0,0.0,6,2,1,0,1,10,U2R
10.0.0.92,10.0.0.1,138,tcp,telnet,SF,3166,8316,5,2,0.0,1.0,0.0,2,3,1,0,1,8,U2R
192.168.1.55,10.0.0.1,9,tcp,ssl,SF,4654,3124,13,14,0.0,0.96,0.0,33,50,1,0,0,0,Normal
10.10.5.25,10.0.0.1,5,udp,http,SF,4225,4472,5,13,0.0,0.99,0.02,53,23,1,0,0,0,Normal
192.168.1.39,10.0.0.1,6,tcp,http,SF,1042,8547,12,12,0.0,0.99,0.1,46,87,1,0,0,0,Normal
192.168.1.42,10.0.0.1,29,udp,http,SF,3777,5675,13,3,0.0,0.86,0.03,19,51,1,0,0,0,Normal
10.0.0.88,10.0.0.1,384,tcp,ssh,SF,8550,20518,3,3,0.0,1.0,0.0,6,2,1,0,1,6,U2R
10.10.5.19,10.0.0.1,10,tcp,api,SF,1038,17672,9,3,0.0,0.92,0.04,44,39,1,0,0,0,Normal
172.16.1.12,10.0.0.1,30,tcp,http,SF,3373,2059,2,6,0.0,0.86,0.05,22,78,1,0,0,0,Normal
10.0.0.104,10.0.0.1,324,tcp,private,SF,6392,17670,2,3,0.0,1.0,0.0,6,1,1,0,1,7,U2R
172.16.1.45,10.0.0.1,9,icmp,ssl,SF,5670,5203,6,5,0.0,0.86,0.02,6,70,1,0,0,0,Normal
192.168.1.20,10.0.0.1,22,udp,ssl,SF,5237,12201,7,13,0.0,0.96,0.01,8,34,1,0,0,0,Normal
10.0.0.104,10.0.0.1,203,tcp,telnet,SF,6915,18740,2,1,0.0,1.0,0.0,5,1,1,0,1,3,U2R
192.168.1.40,10.0.0.1,22,tcp,ssl,SF,5724,10237,8,8,0.0,0.89,0.1,43,84,1,0,0,0,Normal
10.0.0.104,10.0.0.1,215,tcp,ssh,SF,3665,9541,2,2,0.0,1.0,0.0,4,4,1,0,1,10,U2R
172.16.1.45,10.0.0.1,19,udp,ftp_data,SF,4280,2243,2,14,0.0,0.86,0.06,47,83,1,0,0,0,Normal
192.168.1.55,10.0.0.1,53,tcp,telnet,SF,7497,10255,2,3,0.0,1.0,0.0,3,2,1,0,1,12,U2R
10.0.0.88,10.0.0.1,185,tcp,telnet,SF,3072,23654,4,3,0.0,1.0,0.0,1,5,1,0,1,3,U2R
192.168.1.35,10.0.0.1,24,tcp,http,SF,4147,15544,3,8,0.0,0.86,0.09,45,17,1,0,0,0,Normal
192.168.1.34,10.0.0.1,25,udp,domain,SF,580,13521,8,7,0.0,0.97,0.06,52,73,0,0,0,0,Normal
192.168.1.28,10.0.0.1,8,tcp,smtp,SF,2794,14586,6,2,0.0,0.92,0.05,52,41,1,0,0,0,Normal
172.16.1.29,10.0.0.1,34,tcp,http,SF,3834,7993,2,15,0.0,0.86,0.09,29,60,1,0,0,0,Normal
192.168.1.16,10.0.0.1,12,icmp,ssl,SF,3250,1186,12,2,0.0,1.0,0.08,49,90,1,0,0,0,Normal
10.10.5.23,10.0.0.1,36,tcp,domain,SF,3326,9549,1,4,0.0,0.95,0.09,58,84,0,0,0,0,Normal
10.0.0.92,10.0.0.1,56,tcp,telnet,SF,7118,10934,3,1,0.0,1.0,0.0,1,2,1,0,1,7,U2R
10.10.5.11,10.0.0.1,8,tcp,http,SF,3465,13712,3,4,0.0,0.89,0.01,12,39,1,0,0,0,Normal
172.16.1.35,10.0.0.1,34,icmp,api,SF,726,466,13,5,0.0,0.86,0.05,52,16,1,0,0,0,Normal
172.16.1.26,10.0.0.1,20,tcp,smtp,SF,202,10060,12,7,0.0,0.99,0.09,22,86,1,0,0,0,Normal
192.168.1.52,10.0.0.1,11,tcp,ftp_data,SF,3992,12530,15,12,0.0,0.86,0.02,47,63,1,0,0,0,Normal
192.168.1.55,10.0.0.1,221,tcp,telnet,SF,4871,5994,3,1,0.0,1.0,0.0,4,2,1,0,1,9,U2R
192.168.1.29,10.0.0.1,11,icmp,http,SF,3835,4175,15,10,0.0,0.95,0.08,6,60,1,0,0,0,Normal
10.0.0.88,10.0.0.1,153,tcp,private,SF,2389,15276,5,2,0.0,1.0,0.0,3,1,1,0,1,10,U2R
10.0.0.88,10.0.0.1,57,tcp,private,SF,6215,8454,5,1,0.0,1.0,0.0,6,5,1,0,1,10,U2R
10.0.0.88,10.0.0.1,247,tcp,ssh,SF,7155,8039,3,1,0.0,1.0,0.0,3,4,1,0,1,8,U2R
172.16.1.25,10.0.0.1,18,tcp,ssl,SF,1311,14804,12,11,0.0,0.88,0.1,51,22,1,0,0,0,Normal
192.168.1.46,10.0.0.1,25,icmp,smtp,SF,634,1121,4,4,0.0,0.94,0.06,56,78,1,0,0,0,Normal
172.16.1.19,10.0.0.1,23,tcp,api,SF,2214,12298,8,8,0.0,0.95,0.01,16,40,1,0,0,0,Normal
10.0.0.88,10.0.0.1,42,tcp,telnet,SF,3224,21521,1,2,0.0,1.0,0.0,5,5,1,0,1,4,U2R
10.0.0.104,10.0.0.1,439,tcp,ssh,SF,4152,15792,2,3,0.0,1.0,0.0,4,3,1,0,1,11,U2R
192.168.1.11,10.0.0.1,36,tcp,http,SF,4388,17018,1,7,0.0,0.88,0.03,24,76,1,0,0,0,Normal
192.168.1.33,10.0.0.1,33,tcp,api,SF,4281,2525,7,2,0.0,0.88,0.03,54,74,1,0,0,0,Normal
192.168.1.17,10.0.0.1,29,tcp,http,SF,4006,13183,1,10,0.0,0.95,0.06,33,60,1,0,0,0,Normal
192.168.1.55,10.0.0.1,248,tcp,ssh,SF,3633,4779,3,1,0.0,1.0,0.0,1,1,1,0,1,7,U2R
192.168.1.55,10.0.0.1,238,tcp,ssh,SF,5368,13269,2,3,0.0,1.0,0.0,6,6,1,0,1,10,U2R
10.0.0.104,10.0.0.1,100,tcp,ssh,SF,3664,10847,3,1,0.0,1.0,0.0,5,1,1,0,1,9,U2R
192.168.1.54,10.0.0.1,8,udp,api,SF,449,5743,13,7,0.0,0.89,0.09,9,64,1,0,0,0,Normal
192.168.1.55,10.0.0.1,77,tcp,ssh,SF,8954,7252,1,3,0.0,1.0,0.0,3,3,1,0,1,4,U2R
10.0.0.104,10.0.0.1,238,tcp,ssh,SF,8789,18915,1,1,0.0,1.0,0.0,2,1,1,0,1,3,U2R
10.0.0.92,10.0.0.1,330,tcp,ssh,SF,6964,20026,3,3,0.0,1.0,0.0,6,6,1,0,1,3,U2R
192.168.1.54,10.0.0.1,21,tcp,smtp,SF,4671,16100,3,3,0.0,0.88,0.03,36,98,1,0,0,0,Normal
192.168.1.48,10.0.0.1,41,udp,private,SF,3602,3265,12,11,0.0,0.9,0.08,44,77,0,0,0,0,Normal
10.0.0.104,10.0.0.1,63,tcp,telnet,SF,5563,13525,5,3,0.0,1.0,0.0,4,3,1,0,1,6,U2R
10.0.0.104,10.0.0.1,286,tcp,telnet,SF,2947,17415,1,1,0.0,1.0,0.0,1,6,1,0,1,11,U2R
192.168.1.26,10.0.0.1,7,tcp,http,SF,3858,11252,7,15,0.0,0.92,0.03,16,39,1,0,0,0,Normal
10.0.0.88,10.0.0.1,342,tcp,ssh,SF,3237,13420,3,3,0.0,1.0,0.0,4,3,1,0,1,11,U2R
10.0.0.104,10.0.0.1,323,tcp,ssh,SF,6220,10069,5,3,0.0,1.0,0.0,2,6,1,0,1,9,U2R
172.16.1.12,10.0.0.1,3,icmp,smtp,SF,5549,3797,8,11,0.0,0.94,0.07,59,96,1,0,0,0,Normal
192.168.1.55,10.0.0.1,39,udp,private,SF,3645,5838,2,5,0.0,0.9,0.03,48,50,0,0,0,0,Normal
172.16.1.22,10.0.0.1,35,udp,domain,SF,4745,14850,6,14,0.0,0.99,0.05,7,85,0,0,0,0,Normal
172.16.1.32,10.0.0.1,34,tcp,ftp_data,SF,1515,9344,1,9,0.0,1.0,0.01,19,39,1,0,0,0,Normal
10.10.5.26,10.0.0.1,39,icmp,http,SF,808,5285,7,15,0.0,0.95,0.03,24,68,1,0,0,0,Normal
10.0.0.88,10.0.0.1,344,tcp,ssh,SF,6695,13736,5,3,0.0,1.0,0.0,5,1,1,0,1,7,U2R
10.0.0.104,10.0.0.1,414,tcp,ssh,SF,7681,16457,2,1,0.0,1.0,0.0,6,2,1,0,1,7,U2R
10.10.5.37,10.0.0.1,32,icmp,smtp,SF,5179,11059,14,1,0.0,0.87,0.08,56,67,1,0,0,0,Normal
192.168.1.13,10.0.0.1,39,tcp,api,SF,4393,12267,2,12,0.0,0.94,0.06,31,94,1,0,0,0,Normal
